1509490805.41,IMD,Tirol,uberX,3.3,13.0,10.0,600,R$10-13,BRL
1509490805.42,IMD,Tirol,UberSELECT,3.3,16.0,12.0,600,R$12-16,BRL
1509490806.65,IMD,Candelária,uberX,3.56,13.0,10.0,600,R$10-13,BRL
1509490806.65,IMD,Candelária,UberSELECT,3.56,16.0,12.0,600,R$12-16,BRL
1509490809.41,IMD,Ribeira,uberX,5.48,19.0,15.0,1020,R$15-19,BRL
1509490809.41,IMD,Ribeira,UberSELECT,5.48,23.0,18.0,1020,R$18-23,BRL
1509490810.8,IMD,Santos Reis,uberX,7.08,24.0,18.0,1200,R$18-24,BRL
1509490810.8,IMD,Santos Reis,UberSELECT,7.08,28.0,22.0,1200,R$22-28,BRL
1509490814.2,IMD,Nova Descoberta,uberX,1.29,8.0,6.0,240,R$6-8,BRL
1509490814.2,IMD,Nova Descoberta,UberSELECT,1.29,9.0,7.0,240,R$7-9,BRL
1509490815.51,IMD,Nossa Senhora de Nazaré,uberX,3.02,13.0,9.0,600,R$9-13,BRL
1509490815.51,IMD,Nossa Senhora de Nazaré,UberSELECT,3.02,15.0,11.0,600,R$11-15,BRL
1509490818.5,IMD,Planalto,uberX,7.04,24.0,18.0,1140,R$18-24,BRL
1509490818.5,IMD,Planalto,UberSELECT,7.04,28.0,22.0,1140,R$22-28,BRL
1509490819.73,IMD,Cidade Nova,uberX,4.74,18.0,14.0,1020,R$14-18,BRL
1509490819.73,IMD,Cidade Nova,UberSELECT,4.74,21.0,16.0,1020,R$16-21,BRL
1509490822.92,IMD,Cidade da Esperança,uberX,3.65,14.0,10.0,660,R$10-14,BRL
1509490822.92,IMD,Cidade da Esperança,UberSELECT,3.65,16.0,13.0,660,R$13-16,BRL
1509490824.03,IMD,Igapó,uberX,7.88,26.0,20.0,1560,R$20-26,BRL
1509490824.03,IMD,Igapó,UberSELECT,7.88,31.0,24.0,1560,R$24-31,BRL
1509490827.46,EC&T,Tirol,uberX,3.79,15.0,11.0,660,R$11-15,BRL
1509490827.46,EC&T,Tirol,UberSELECT,3.79,17.0,13.0,660,R$13-17,BRL
1509490828.68,EC&T,Candelária,uberX,2.55,11.0,8.0,540,R$8-11,BRL
1509490828.68,EC&T,Candelária,UberSELECT,2.55,13.0,10.0,540,R$10-13,BRL
1509490829.95,EC&T,Ribeira,uberX,5.96,20.0,16.0,1080,R$16-20,BRL
1509490829.95,EC&T,Ribeira,UberSELECT,5.96,24.0,19.0,1080,R$19-24,BRL
1509490832.67,EC&T,Santos Reis,uberX,7.57,24.0,19.0,1380,R$19-24,BRL
1509490832.67,EC&T,Santos Reis,UberSELECT,7.57,29.0,23.0,1380,R$23-29,BRL
1509490835.48,EC&T,Nova Descoberta,uberX,2.44,11.0,8.0,420,R$8-11,BRL
1509490835.48,EC&T,Nova Descoberta,UberSELECT,2.44,12.0,9.0,420,R$9-12,BRL
1509490836.7,EC&T,Nossa Senhora de Nazaré,uberX,3.5,14.0,10.0,660,R$10-14,BRL
1509490836.7,EC&T,Nossa Senhora de Nazaré,UberSELECT,3.5,16.0,12.0,660,R$12-16,BRL
1509490837.98,EC&T,Planalto,uberX,6.11,22.0,17.0,1200,R$17-22,BRL
1509490837.99,EC&T,Planalto,UberSELECT,6.11,26.0,21.0,1200,R$21-26,BRL
1509490841.24,EC&T,Cidade Nova,uberX,5.22,19.0,15.0,1080,R$15-19,BRL
1509490841.24,EC&T,Cidade Nova,UberSELECT,5.22,23.0,18.0,1080,R$18-23,BRL
1509490842.58,EC&T,Cidade da Esperança,uberX,4.13,15.0,12.0,780,R$12-15,BRL
1509490842.58,EC&T,Cidade da Esperança,UberSELECT,4.13,18.0,14.0,780,R$14-18,BRL
1509490843.58,EC&T,Igapó,uberX,8.35,29.0,23.0,1740,R$23-29,BRL
1509490843.58,EC&T,Igapó,UberSELECT,8.35,34.0,27.0,1740,R$27-34,BRL
1509490983.21,IMD,Tirol,uberX,3.3,13.0,10.0,600,R$10-13,BRL
1509490983.21,IMD,Tirol,UberSELECT,3.3,16.0,12.0,600,R$12-16,BRL
1509490986.37,IMD,Candelária,uberX,3.56,13.0,10.0,540,R$10-13,BRL
1509490986.37,IMD,Candelária,UberSELECT,3.56,16.0,12.0,540,R$12-16,BRL
1509490989.7,IMD,Ribeira,uberX,5.48,19.0,15.0,1020,R$15-19,BRL
1509490989.7,IMD,Ribeira,UberSELECT,5.48,23.0,18.0,1020,R$18-23,BRL
